id,host_id,price,affordability
17775044,121359829,$150.00,affordable $51-200
9880694,50832968,$199.00,affordable $51-200
5972977,31008174,$75.00,affordable $51-200
4463795,18429531,$85.00,affordable $51-200
13471944,5469474,$70.00,affordable $51-200
14916372,19110598,$99.00,affordable $51-200
4371973,22697135,$188.00,affordable $51-200
5320395,27559410,$130.00,affordable $51-200
16508088,104316115,$229.00,expensive $200-500
13915824,28595345,$75.00,affordable $51-200
337960,1717283,$165.00,affordable $51-200
17640212,92029437,$89.00,affordable $51-200
1198149,3097566,$88.00,affordable $51-200
5582092,28943035,$495.00,expensive $200-500
14283020,87159016,$150.00,affordable $51-200
10902195,11428758,$59.00,affordable $51-200
14142728,67380690,$50.00,Cheap $0-49
5256414,27207281,$48.00,Cheap $0-49
626140,2582717,$220.00,expensive $200-500
17996806,34300224,$199.00,affordable $51-200
1682875,1010613,$450.00,expensive $200-500
17904544,122699346,$45.00,Cheap $0-49
9682083,6151105,$120.00,affordable $51-200
15040811,88561656,$50.00,Cheap $0-49
10166639,7182808,$27.00,Cheap $0-49
15343661,33989792,$40.00,Cheap $0-49
17641913,67477079,$45.00,Cheap $0-49
14108420,13039845,$65.00,affordable $51-200
16338002,8442997,$105.00,affordable $51-200
15333,60057,$395.00,expensive $200-500
219526,1030745,$59.00,affordable $51-200
198119,465624,$175.00,affordable $51-200
17680590,119843308,$115.00,affordable $51-200
6743285,35308112,$110.00,affordable $51-200
2072298,502882,$85.00,affordable $51-200
14997448,94577113,$59.00,affordable $51-200
11089370,57581615,$100.00,affordable $51-200
8086417,39528519,$25.00,Cheap $0-49
55590,262696,$90.00,affordable $51-200
1115276,6121136,$129.00,affordable $51-200
6730143,35244528,$89.00,affordable $51-200
7362770,9165888,$139.00,affordable $51-200
10414783,21862842,$85.00,affordable $51-200
18160207,11978797,$49.00,Cheap $0-49
4072794,11028275,$75.00,affordable $51-200
13029281,38610324,$80.00,affordable $51-200
1196535,6537884,$70.00,affordable $51-200
15148838,21940642,$35.00,Cheap $0-49
17847368,36069115,$90.00,affordable $51-200
14535589,28891032,$305.00,expensive $200-500
15004709,4051877,$40.00,Cheap $0-49
17694023,119784728,$77.00,affordable $51-200
14803098,20868926,$95.00,affordable $51-200
17668004,45312242,$99.00,affordable $51-200
15056946,74386873,$80.00,affordable $51-200
15438287,5566718,$275.00,expensive $200-500
3447745,4488999,$150.00,affordable $51-200
7161256,35762401,$52.00,affordable $51-200
17304145,32295628,$95.00,affordable $51-200
13685052,3967420,$67.00,affordable $51-200
17500913,20590638,$79.00,affordable $51-200
5052962,5582383,$98.00,affordable $51-200
2898745,14766506,$33.00,Cheap $0-49
2847048,14560547,$30.00,Cheap $0-49
13593397,78557191,$27.00,Cheap $0-49
852065,4448629,$250.00,expensive $200-500
15109150,61979706,$200.00,affordable $51-200
15327552,50287939,$265.00,expensive $200-500
14733778,53099207,$115.00,affordable $51-200
10266023,7114236,$89.00,affordable $51-200
8925288,44124201,$94.00,affordable $51-200
6819944,35712882,$123.00,affordable $51-200
5469921,17054148,$165.00,affordable $51-200
8761437,10160618,$79.00,affordable $51-200
13963790,50568317,$29.00,Cheap $0-49
5321584,7996624,$127.00,affordable $51-200
8701335,14795131,$80.00,affordable $51-200
10476754,53997138,$50.00,Cheap $0-49
18003881,26660499,$50.00,Cheap $0-49
15174001,80961628,$100.00,affordable $51-200
17543831,119012327,$133.00,affordable $51-200
1175429,6432920,$115.00,affordable $51-200
10102601,51843892,$110.00,affordable $51-200
13688341,4530864,$55.00,affordable $51-200
619457,3069669,$600.00,very expensive $500+
12327608,34506667,$139.00,affordable $51-200
12519540,15725425,$300.00,expensive $200-500
15454298,14204407,$85.00,affordable $51-200
12905154,9985550,$60.00,affordable $51-200
1006850,3211667,$42.00,Cheap $0-49
16416743,107587090,$49.00,Cheap $0-49
18018735,59063330,$249.00,expensive $200-500
13358553,31749741,$112.00,affordable $51-200
16334671,13150643,$98.00,affordable $51-200
4631508,23422877,$155.00,affordable $51-200
17980079,123510139,$38.00,Cheap $0-49
3803459,19544020,$97.00,affordable $51-200
7806372,40143943,$575.00,very expensive $500+
8842586,11178527,$250.00,expensive $200-500
5709365,29602639,$99.00,affordable $51-200
13461852,76262280,$36.00,Cheap $0-49
13564011,42606156,$300.00,expensive $200-500
12522062,21529783,$63.00,affordable $51-200
14558127,40119108,$60.00,affordable $51-200
14238941,4659840,$125.00,affordable $51-200
18276726,20901286,$99.00,affordable $51-200
16356251,1304475,$350.00,expensive $200-500
10773269,6327715,$160.00,affordable $51-200
9997050,21013529,$50.00,Cheap $0-49
10680034,55168084,$65.00,affordable $51-200
14108510,34300224,$195.00,affordable $51-200
16811792,76161778,$125.00,affordable $51-200
11127439,6662450,$175.00,affordable $51-200
1881366,9794560,$178.00,affordable $51-200
3042436,13621311,$79.00,affordable $51-200
6678258,34954723,$90.00,affordable $51-200
13679022,9248134,$50.00,Cheap $0-49
12160114,2115205,$80.00,affordable $51-200
16810190,133280,$125.00,affordable $51-200
14095274,53640085,$115.00,affordable $51-200
18274165,71011333,$125.00,affordable $51-200
14553858,76398146,$98.00,affordable $51-200
12714566,42432662,$239.00,expensive $200-500
4464924,1937752,$225.00,expensive $200-500
17364846,21049322,$90.00,affordable $51-200
8273742,43626965,$229.00,expensive $200-500
7406712,38278502,$75.00,affordable $51-200
17001397,113937798,$60.00,affordable $51-200
14852353,12812866,$122.00,affordable $51-200
1557272,8289317,$69.00,affordable $51-200
14372086,2120798,$145.00,affordable $51-200
5613279,5726639,$40.00,Cheap $0-49
14527575,30311201,$179.00,affordable $51-200
16149408,4705793,$55.00,affordable $51-200
4568382,847346,$120.00,affordable $51-200
7435276,8896045,$60.00,affordable $51-200
403934,2013772,$118.00,affordable $51-200
12434201,48573281,$89.00,affordable $51-200
2611211,13246272,$130.00,affordable $51-200
15565416,6121136,$225.00,expensive $200-500
11808329,62891798,$150.00,affordable $51-200
15287774,32047340,$98.00,affordable $51-200
520181,1763193,$189.00,affordable $51-200
12891469,31533086,$50.00,Cheap $0-49
8740867,40095109,$75.00,affordable $51-200
12052042,55130296,$32.00,Cheap $0-49
16410729,107529971,$55.00,affordable $51-200
4069626,1418622,$89.00,affordable $51-200
11210446,47211602,"$5,000.00",very expensive $500+
17533420,87636945,$129.00,affordable $51-200
14264040,70979452,$95.00,affordable $51-200
7181688,37625152,$150.00,affordable $51-200
14934534,53656760,$115.00,affordable $51-200
10282611,3903741,$122.00,affordable $51-200
17320648,9511316,$390.00,expensive $200-500
14996291,39528519,$60.00,affordable $51-200
18225085,125869180,$35.00,Cheap $0-49
13717458,9871566,$118.00,affordable $51-200
11887492,20746443,$45.00,Cheap $0-49
17961994,67819703,$65.00,affordable $51-200
10275196,12089464,$60.00,affordable $51-200
17721576,120323248,$25.00,Cheap $0-49
12836671,70084231,$59.00,affordable $51-200
12760605,59759209,$99.00,affordable $51-200
4510842,23389136,$108.00,affordable $51-200
16180684,19696854,$175.00,affordable $51-200
8869934,17194608,$259.00,expensive $200-500
2529628,12953845,$185.00,affordable $51-200
14572315,64319430,$150.00,affordable $51-200
12251723,9954475,$199.00,affordable $51-200
16160578,13856090,$564.00,very expensive $500+
16999518,55067641,$44.00,Cheap $0-49
18028801,103155204,$75.00,affordable $51-200
17658094,100985891,$26.00,Cheap $0-49
6869486,33946462,$550.00,very expensive $500+
13942908,16795424,$30.00,Cheap $0-49
2243417,1374966,$75.00,affordable $51-200
16467367,11027071,$65.00,affordable $51-200
14612001,90459103,$55.00,affordable $51-200
17345662,12247975,$20.00,Cheap $0-49
13226652,763777,$250.00,expensive $200-500
4457998,23133031,$54.00,affordable $51-200
9239587,42844361,$80.00,affordable $51-200
3890834,19303446,$169.00,affordable $51-200
4530643,11580312,$110.00,affordable $51-200
47395,198075,"$2,150.00",very expensive $500+
1167652,6197767,$49.00,Cheap $0-49
6442384,3537928,$95.00,affordable $51-200
15620563,37688337,$59.00,affordable $51-200
6715492,9031634,$80.00,affordable $51-200
3721475,19009196,$50.00,Cheap $0-49
7092539,37173481,$117.00,affordable $51-200
5134469,26543758,$295.00,expensive $200-500
18491688,32103382,$25.00,Cheap $0-49
17567066,119131148,$30.00,Cheap $0-49
16643357,109979600,$100.00,affordable $51-200
12007626,64199212,$150.00,affordable $51-200
15484256,50488861,$165.00,affordable $51-200
9698056,21062115,$125.00,affordable $51-200
9530425,16440070,$48.00,Cheap $0-49
11402440,58481702,$25.00,Cheap $0-49
138711,523903,$145.00,affordable $51-200
13588594,59372241,$110.00,affordable $51-200
3167974,6793558,$22.00,Cheap $0-49
14613928,62848087,$90.00,affordable $51-200
17865021,122267658,$395.00,expensive $200-500
15567071,98822405,$110.00,affordable $51-200
3029743,9370566,$95.00,affordable $51-200
6121583,26860,$50.00,Cheap $0-49
836870,4373660,$70.00,affordable $51-200
2948671,9507500,$80.00,affordable $51-200
5525005,5612388,$79.00,affordable $51-200
11257722,58765260,$90.00,affordable $51-200
11658239,23468837,$53.00,affordable $51-200
17341267,31096061,$31.00,Cheap $0-49
3884060,20084023,$160.00,affordable $51-200
5673742,29418545,$36.00,Cheap $0-49
17716362,106242299,$500.00,expensive $200-500
15699221,3521693,$75.00,affordable $51-200
9575442,34748161,"$10,000.00",very expensive $500+
14199061,21940642,$31.00,Cheap $0-49
6276793,19210582,$40.00,Cheap $0-49
16123938,76769856,$45.00,Cheap $0-49
14807267,92523713,$95.00,affordable $51-200
17964396,103735469,$200.00,affordable $51-200
3076579,14503973,$70.00,affordable $51-200
16589554,109399044,$149.00,affordable $51-200
17671094,19485106,$120.00,affordable $51-200
6089016,20873551,$145.00,affordable $51-200
7933214,15906256,$80.00,affordable $51-200
3391743,12997136,$200.00,affordable $51-200
18253804,52136082,$795.00,very expensive $500+
9417171,10532909,$199.00,affordable $51-200
5827710,8851608,$115.00,affordable $51-200
11679583,62037740,$165.00,affordable $51-200
17302600,116429949,$184.00,affordable $51-200
12761924,69428463,$115.00,affordable $51-200
9312729,1378320,$179.00,affordable $51-200
3834285,15055244,$243.00,expensive $200-500
1349142,2569016,$85.00,affordable $51-200
6661358,34866937,$80.00,affordable $51-200
4519165,11364720,$150.00,affordable $51-200
844353,4408146,$850.00,very expensive $500+
12186933,43955786,$138.00,affordable $51-200
13533861,42941446,$123.00,affordable $51-200
8740923,35890073,$95.00,affordable $51-200
13140363,73239037,$135.00,affordable $51-200
18460674,53487046,$99.00,affordable $51-200
9144435,30515217,$90.00,affordable $51-200
18039538,77546261,$159.00,affordable $51-200
12915587,70557251,$76.00,affordable $51-200
17751440,22178957,$120.00,affordable $51-200
8673658,32224814,$80.00,affordable $51-200
10106060,35242887,$99.00,affordable $51-200
17499236,665627,$110.00,affordable $51-200
12434997,61388765,$150.00,affordable $51-200
5268298,27269245,$70.00,affordable $51-200
18054867,16862571,$90.00,affordable $51-200
2062608,199081,$140.00,affordable $51-200
14206975,38987205,$69.00,affordable $51-200
16189358,100088112,$105.00,affordable $51-200
10060797,9149835,$89.00,affordable $51-200
16646297,110012112,$76.00,affordable $51-200
6763552,35407381,$150.00,affordable $51-200
1467971,840823,$159.00,affordable $51-200
17587721,87865205,$89.00,affordable $51-200
17609857,2934582,$34.00,Cheap $0-49
13208869,13869776,$48.00,Cheap $0-49
7244955,37933862,$85.00,affordable $51-200
7680346,11347497,$111.00,affordable $51-200
1665692,123087,$105.00,affordable $51-200
5760784,13616152,$65.00,affordable $51-200
16273883,106433562,$267.00,expensive $200-500
4931630,25405533,$245.00,expensive $200-500
12492608,4482180,$375.00,expensive $200-500
2297533,11734861,$175.00,affordable $51-200
7038110,36902559,$150.00,affordable $51-200
8988326,46954511,$300.00,expensive $200-500
479334,2374446,$120.00,affordable $51-200
12783585,1602033,$50.00,Cheap $0-49
3722126,9112713,$40.00,Cheap $0-49
16769782,111334298,$89.00,affordable $51-200
10412027,31476460,$299.00,expensive $200-500
17143812,115268991,$800.00,very expensive $500+
6327846,11278514,$297.00,expensive $200-500
6480405,4581403,$34.00,Cheap $0-49
13802246,44549054,$72.00,affordable $51-200
3572112,16262021,$65.00,affordable $51-200
12510575,20916317,$350.00,expensive $200-500
7153171,35660072,$50.00,Cheap $0-49
3993490,20701197,$105.00,affordable $51-200
5175183,4307150,$99.00,affordable $51-200
14302400,87374897,$129.00,affordable $51-200
9625434,2807098,$250.00,expensive $200-500
5902930,1327944,$100.00,affordable $51-200
14520333,21985492,$135.00,affordable $51-200
9727772,2120571,$109.00,affordable $51-200
18120644,104979697,"$3,000.00",very expensive $500+
10926937,28362090,$175.00,affordable $51-200
8454604,331650,$195.00,affordable $51-200
17406430,41096853,$90.00,affordable $51-200
4808274,3991958,$250.00,expensive $200-500
13282756,4942681,$199.00,affordable $51-200
9275442,36479480,$90.00,affordable $51-200
11357962,59494695,$99.00,affordable $51-200
8988074,40043002,$225.00,expensive $200-500
17880703,99563249,$112.00,affordable $51-200
755565,3191837,$57.00,affordable $51-200
6704812,10899273,$299.00,expensive $200-500
13761844,10406327,$134.00,affordable $51-200
17654871,30678734,$138.00,affordable $51-200
8326823,15153351,$210.00,expensive $200-500
1024079,57161,$43.00,Cheap $0-49
18159506,125242665,$80.00,affordable $51-200
151157,727945,$60.00,affordable $51-200
12657893,68766769,$179.00,affordable $51-200
8827902,30730765,$63.00,affordable $51-200
6748891,35154852,$99.00,affordable $51-200
17237026,116099028,$60.00,affordable $51-200
15359178,12548782,$175.00,affordable $51-200
14108953,84963512,$184.00,affordable $51-200
6729886,7493737,$100.00,affordable $51-200
16867836,34944056,$78.00,affordable $51-200
12380223,26860,$50.00,Cheap $0-49
10308968,53042808,$85.00,affordable $51-200
16316840,83201351,$70.00,affordable $51-200
14137219,52722415,$42.00,Cheap $0-49
4616758,23896702,$299.00,expensive $200-500
18344599,37905580,$40.00,Cheap $0-49
18062533,45772356,$65.00,affordable $51-200
13565467,78196915,$91.00,affordable $51-200
4128342,2524429,$129.00,affordable $51-200
9864884,3866067,$89.00,affordable $51-200
7149443,6457270,$56.00,affordable $51-200
16812637,36131476,$75.00,affordable $51-200
18253484,125441832,$20.00,Cheap $0-49
7934940,34551092,$110.00,affordable $51-200
5840820,752508,$112.00,affordable $51-200
14569082,82897267,$146.00,affordable $51-200
15373282,23126768,$169.00,affordable $51-200
3200488,1244288,$65.00,affordable $51-200
15452811,35562563,$149.00,affordable $51-200
17013348,105486506,$150.00,affordable $51-200
1948596,10076723,$100.00,affordable $51-200
14523421,757879,$325.00,expensive $200-500
5085189,26266816,$500.00,expensive $200-500
13683769,14969591,$65.00,affordable $51-200
2223646,4087811,$100.00,affordable $51-200
6123270,3843940,$205.00,expensive $200-500
13157112,73455933,$138.00,affordable $51-200
11805969,62880191,$75.00,affordable $51-200
3684911,5672642,$105.00,affordable $51-200
14273,56047,$95.00,affordable $51-200
4040394,3381661,$99.00,affordable $51-200
6334697,30121944,$68.00,affordable $51-200
6792417,35320583,$375.00,expensive $200-500
930058,5009369,$149.00,affordable $51-200
8000915,41084092,$175.00,affordable $51-200
13748757,79192174,$180.00,affordable $51-200
11262975,58481702,$25.00,Cheap $0-49
5127482,10332446,$69.00,affordable $51-200
4067212,21093028,"$1,300.00",very expensive $500+
15037285,85871369,$875.00,very expensive $500+
10554278,54437074,$79.00,affordable $51-200
11565853,41272244,$55.00,affordable $51-200
16633717,107287692,$400.00,expensive $200-500
11590171,16862571,$98.00,affordable $51-200
6513411,34055663,$147.00,affordable $51-200
7919964,41762141,$40.00,Cheap $0-49
16547425,9464908,$28.00,Cheap $0-49
6290290,825674,$219.00,expensive $200-500
13409667,27498737,$38.00,Cheap $0-49
18273678,119189867,$150.00,affordable $51-200
4256079,827395,$39.00,Cheap $0-49
14802710,4292963,$50.00,Cheap $0-49
12093704,47211602,"$5,000.00",very expensive $500+
3237842,14339865,$79.00,affordable $51-200
8633878,26502427,$100.00,affordable $51-200
2904562,17257571,$150.00,affordable $51-200
3038963,15222506,$135.00,affordable $51-200
9461401,49028791,$105.00,affordable $51-200
12815056,68418095,$63.00,affordable $51-200
11799923,62835386,$165.00,affordable $51-200
2232853,1497881,$59.00,affordable $51-200
16114475,103174281,$15.00,Cheap $0-49
10247089,3451360,$100.00,affordable $51-200
17702144,50556072,$65.00,affordable $51-200
6718066,35178029,$33.00,Cheap $0-49
15816821,70994569,$189.00,affordable $51-200
17792832,112185104,$24.00,Cheap $0-49
9565873,35161455,$25.00,Cheap $0-49
11679898,5281327,$199.00,affordable $51-200
6524402,34121870,$80.00,affordable $51-200
15773148,22622885,$150.00,affordable $51-200
14618874,9843837,$98.00,affordable $51-200
15501557,91716989,$58.00,affordable $51-200
11208010,38611398,$75.00,affordable $51-200
1346715,962317,$110.00,affordable $51-200
5423486,9558014,$79.00,affordable $51-200
15063266,50539442,$300.00,expensive $200-500
15150460,56417149,$145.00,affordable $51-200
17269632,1382082,$250.00,expensive $200-500
13490271,77276162,$183.00,affordable $51-200
11378054,14024639,$57.00,affordable $51-200
6169800,32009974,$129.00,affordable $51-200
6261536,32534997,$100.00,affordable $51-200
13137218,4396675,$129.00,affordable $51-200
18043883,89994736,$50.00,Cheap $0-49
16757076,4834594,$100.00,affordable $51-200
15980414,89163188,$69.00,affordable $51-200
10475942,13245574,$35.00,Cheap $0-49
12712734,36686276,$108.00,affordable $51-200
13331614,14733421,$36.00,Cheap $0-49
8366440,27211085,$70.00,affordable $51-200
2776641,3891041,$95.00,affordable $51-200
8764762,45960685,$155.00,affordable $51-200
13512922,37693298,$90.00,affordable $51-200
1295315,6911978,$85.00,affordable $51-200
10167275,40740211,$199.00,affordable $51-200
4700535,438174,$79.00,affordable $51-200
15235918,56540540,$45.00,Cheap $0-49
14390217,80137146,$310.00,expensive $200-500
14854197,25551648,$400.00,expensive $200-500
14747083,10728953,$26.00,Cheap $0-49
66740,327642,$125.00,affordable $51-200
1688283,3009806,$134.00,affordable $51-200
265745,1393704,$60.00,affordable $51-200
12367864,11082939,$129.00,affordable $51-200
13641381,79148130,$90.00,affordable $51-200
9009362,1227819,$140.00,affordable $51-200
1297049,7039748,$200.00,affordable $51-200
18179606,13719640,$97.00,affordable $51-200
16286316,6727787,$150.00,affordable $51-200
13551245,17315270,$139.00,affordable $51-200
18138614,70597353,$75.00,affordable $51-200
12857184,16355182,$140.00,affordable $51-200
10468518,53945836,$120.00,affordable $51-200
16830436,76817843,$125.00,affordable $51-200
4250185,7206648,$325.00,expensive $200-500
3986579,1228396,$75.00,affordable $51-200
13395734,21053971,$172.00,affordable $51-200
18486977,23296724,$70.00,affordable $51-200
17762727,100263208,$15.00,Cheap $0-49
8371094,5273376,$175.00,affordable $51-200
16479064,108174843,$190.00,affordable $51-200
4861200,25005127,$99.00,affordable $51-200
15941555,16115273,$250.00,expensive $200-500
8074103,29746109,$49.00,Cheap $0-49
13272393,74783104,$80.00,affordable $51-200
13079053,65398257,$180.00,affordable $51-200
14240222,31628447,$90.00,affordable $51-200
8885567,626629,"$1,331.00",very expensive $500+
16666839,107834478,$45.00,Cheap $0-49
17925981,61171794,$120.00,affordable $51-200
13425503,67115384,$50.00,Cheap $0-49
9323259,48390107,$120.00,affordable $51-200
18244799,2261205,$35.00,Cheap $0-49
16437091,15875210,$180.00,affordable $51-200
9906800,50762225,$99.00,affordable $51-200
11243234,21077574,$45.00,Cheap $0-49
300329,1497543,$38.00,Cheap $0-49
3207719,22570,$95.00,affordable $51-200
12931041,29273449,$450.00,expensive $200-500
9863476,46659420,$50.00,Cheap $0-49
1225777,6686371,$400.00,expensive $200-500
3859844,3295756,$158.00,affordable $51-200
18444352,127741112,$74.00,affordable $51-200
1271057,6444765,$147.00,affordable $51-200
15009422,94363616,$250.00,expensive $200-500
13771461,49826112,$48.00,Cheap $0-49
16537920,13081546,$50.00,Cheap $0-49
3477847,2563156,$85.00,affordable $51-200
10085052,51749418,$55.00,affordable $51-200
7534226,5642329,$250.00,expensive $200-500
15409453,49789518,$180.00,affordable $51-200
9793177,50468853,$60.00,affordable $51-200
13866500,81977920,$85.00,affordable $51-200
12535415,7356043,$250.00,expensive $200-500
16814587,111845889,$125.00,affordable $51-200
7027826,36843114,$150.00,affordable $51-200
17213418,64450968,$45.00,Cheap $0-49
3058610,15568415,$177.00,affordable $51-200
9650268,49890878,$85.00,affordable $51-200
17424213,117866300,$77.00,affordable $51-200
13413839,43196899,$99.00,affordable $51-200
7243514,20670114,$176.00,affordable $51-200
2834842,14409241,$600.00,very expensive $500+
6278856,32639611,$50.00,Cheap $0-49
18197918,56371888,$150.00,affordable $51-200
12872812,28994865,$325.00,expensive $200-500
7731435,40627961,$65.00,affordable $51-200
8383538,21420131,$81.00,affordable $51-200
3052584,15541037,$59.00,affordable $51-200
14126406,72787920,$275.00,expensive $200-500
6506661,4378151,$59.00,affordable $51-200
4278517,22212572,$125.00,affordable $51-200
6503148,33992836,$125.00,affordable $51-200
5261328,260228,$189.00,affordable $51-200
15117608,50312673,"$1,100.00",very expensive $500+
14672625,43309696,$95.00,affordable $51-200
11258454,2682536,$25.00,Cheap $0-49
12608098,7037489,$89.00,affordable $51-200
16014573,11665760,$72.00,affordable $51-200
8567014,3384029,$850.00,very expensive $500+
4090976,21218065,$65.00,affordable $51-200
13301861,33622349,$120.00,affordable $51-200
12368071,32103382,$24.00,Cheap $0-49
10659884,3894902,$200.00,affordable $51-200
14696480,50702865,$100.00,affordable $51-200
15615612,100674146,$59.00,affordable $51-200
13656019,64545999,$289.00,expensive $200-500
1805824,9464518,$88.00,affordable $51-200
3792294,3871663,$105.00,affordable $51-200
6226553,32292523,$150.00,affordable $51-200
16726958,109080356,$37.00,Cheap $0-49
16272363,27166093,$129.00,affordable $51-200
11453748,11612787,$175.00,affordable $51-200
2867922,6092394,$200.00,affordable $51-200
7858021,31738529,$175.00,affordable $51-200
15043163,94436944,$186.00,affordable $51-200
17928810,45117445,$80.00,affordable $51-200
6932935,34788053,$88.00,affordable $51-200
17938583,114512154,$75.00,affordable $51-200
2558409,1543883,$111.00,affordable $51-200
8818606,46196384,$56.00,affordable $51-200
14107977,84963512,$242.00,expensive $200-500
9136094,47581864,$75.00,affordable $51-200
16405268,9893887,$102.00,affordable $51-200
3571733,11873595,$495.00,expensive $200-500
4984878,7454741,$88.00,affordable $51-200
13280241,969636,$99.00,affordable $51-200
17832692,112185104,$24.00,Cheap $0-49
14196610,85688747,$50.00,Cheap $0-49
16408952,107214633,$100.00,affordable $51-200
5440621,23491620,$599.00,very expensive $500+
7581208,8245369,$90.00,affordable $51-200
7499378,9036253,$75.00,affordable $51-200
10394235,53517231,$375.00,expensive $200-500
13020034,71044391,"$2,000.00",very expensive $500+
8505476,44786829,$49.00,Cheap $0-49
5136667,26377516,$85.00,affordable $51-200
10631450,54877668,$200.00,affordable $51-200
18007419,19599496,"$2,500.00",very expensive $500+
5773106,26855926,$100.00,affordable $51-200
16028432,14837467,$400.00,expensive $200-500
9494662,49210724,$65.00,affordable $51-200
12560205,36391087,$60.00,affordable $51-200
12623375,7097097,$189.00,affordable $51-200
17847319,121791773,$79.00,affordable $51-200
8651774,25400347,$55.00,affordable $51-200
